about,author,date,link,readTime,title
Learn how to maximize your code sharing and cleanly separate your different UI components and services for multiple frontend Angular apps.,Yan Sun,"Nov 8, 2021",https://blog.logrocket.com/customize-angular-lazy-loading-modules-multiple-frontends/,6 min read,Customize Angular lazy loading modules for multiple frontends
"In this tutorial, we'll implement localization in a Svelte application that will include routing, so you can divide the content across pages.",Madars Bišs,"Nov 8, 2021",https://blog.logrocket.com/implementing-localization-svelte/,7 min read,Implementing localization in Svelte
Using compound components can be extremely beneficial. Here's what they are and how to use them in your React app.,Aditya Agarwal,"Nov 5, 2021",https://blog.logrocket.com/understanding-react-compound-components/,5 min read,Understanding React compound components
"Learn about Python dictionaries, their properties, operations you can perform, and built-in Python functions and methods.",Ochuko Onojakpor,"Nov 5, 2021",https://blog.logrocket.com/intro-python-dictionaries/,9 min read,Intro to Python dictionaries
Google Maps is flexible and powerful enough to handle a wide variety of use cases. Here's how to use it with your React app.,Ovie Okeh,"Nov 5, 2021",https://blog.logrocket.com/integrating-google-maps-react/,5 min read,Integrating Google Maps with React
"Learn about object serialization in TypeScript, the way systems communicate seamlessly, and the issues with serialization in TypeScript.",Faith Ng'etich,"Nov 5, 2021",https://blog.logrocket.com/understanding-typescript-object-serialization/,7 min read,Understanding TypeScript object serialization
"Learn how to automatically build and deploy a Vue.js project to GitHub Pages, a static site hosting service for your GitHub projects.",Nwose Lotanna,"Nov 5, 2021",https://blog.logrocket.com/automatically-build-deploy-vuejs-app-github-pages/,4 min read,Automatically build and deploy a Vue.js app with GitHub…
Follow this comprehensive tutorial for building responsive components that look beautiful on any screen with Chakra UI.,Nefe James,"Nov 5, 2021",https://blog.logrocket.com/building-responsive-components-chakra-ui/,11 min read,Building responsive components in Chakra UI
"Learn or brush up on everything you need to know about file handling in Python, including basic CRUD operations and best practices. ",Shalitha Suranga,"Nov 5, 2021",https://blog.logrocket.com/python-file-handling-guide/,10 min read,Python file handling: A complete guide
Avoid common overflow errors when creating responsive layouts in Flutter with the Expanded and Flexible widgets.,Chinedu Imoh,"Nov 4, 2021",https://blog.logrocket.com/create-responsive-layouts-flexible-expanded-widgets-flutter/,4 min read,Create responsive layouts with Flexible and Expanded widgets in…
Figure out which of the React lightbox libraries with the most weekly npm downloads is right for your project in this comparison post.,Sheriff Quadri,"Nov 4, 2021",https://blog.logrocket.com/comparing-the-top-3-react-lightbox-libraries/,6 min read,Comparing the top 3 React lightbox libraries
Build an email spam detector in Python using popular machine learning algorithms like the train-test split method from Sklearn and the SVM model. ,Mr. Unity Buddy,"Nov 4, 2021",https://blog.logrocket.com/email-spam-detector-python-machine-learning/,4 min read,Build a machine learning email spam detector with Python
"Learn about the SQL and NoSQL options for databases in Flutter, including sqflite, Hive, Firebase, and more.",Eshiet Ekemini,"Nov 4, 2021",https://blog.logrocket.com/choosing-right-database-flutter-application/,8 min read,Choosing the right database for your Flutter application
"Learn how to successfully implement picture-in-picture mode within an Android application, including how to add PiP to an Android activity.",Shivam Dhuria,"Nov 4, 2021",https://blog.logrocket.com/implementing-picture-in-picture-mode-android/,4 min read,Implementing Picture-in-Picture mode on Android
Learn how to create your own cryptocurrency in JavaScript with this step-by-step tutorial and example build.,Atharva Deosthale,"Nov 3, 2021",https://blog.logrocket.com/how-to-create-cryptocurrency-javascript/,7 min read,How to create your own cryptocurrency with JavaScript
Theatre.js is an amazing project that gives you the power to craft your own animation studio. Here's an overview to help you do so.,Eze Sunday,"Nov 3, 2021",https://blog.logrocket.com/theatre-js-creating-intricate-powerful-animations/,4 min read,Theatre.js: Create intricate and powerful animations in JavaScript
Learn how to use Golang with the Microsoft SQL Server database to build a console-based reminder application.,Nwani Victory,"Nov 3, 2021",https://blog.logrocket.com/using-sql-database-golang/,11 min read,Using an SQL database in Golang
Discover how to use the Drizzle framework to build frontend applications on Ethereum with this practical example.,Ikeh Akinyemi,"Nov 3, 2021",https://blog.logrocket.com/using-drizzle-react-write-dapp-frontends/,6 min read,Using Drizzle and React to write DApp frontends
Learn how to add a custom font to your project by creating a basic Flutter app that displays texts with different font styles.,Shubham Soni,"Nov 3, 2021",https://blog.logrocket.com/use-custom-fonts-flutter/,4 min read,How to use custom fonts in Flutter
"Take a deep dive into the word-wrap, overflow-wrap, and word-break properties in CSS to determine which is best for your individual use case.",Joseph Mawa,"Nov 2, 2021",https://blog.logrocket.com/guide-word-wrap-overflow-wrap-word-break-css/,8 min read,"A complete guide to word-wrap, overflow-wrap, and word-break in…"
Learn how to build a radio button form using the React Native library and customize your radio elements.,Hussain Arif,"Nov 2, 2021",https://blog.logrocket.com/create-radio-buttons-react-native/,6 min read,Create and customize radio buttons in React Native
Web scraping can be one of the most important things you can learn in Python. Learn about web scraping with Beautiful Soup in this...,Damilare Jolayemi,"Nov 2, 2021",https://blog.logrocket.com/build-python-web-scraper-beautiful-soup/,7 min read,Build a Python web scraper with Beautiful Soup
This tutorial focuses on smart contracts written in Solidity and using the Truffle Suite to deploy a local version of the Ethereum blockchain.,Akash Mittal,"Nov 2, 2021",https://blog.logrocket.com/truffle-suite-tutorial-develop-ethereum-smart-contracts/,11 min read,Truffle Suite tutorial: How to develop Ethereum smart contracts
The Rust Reqwest library is built for fetching resources using the HTTP protocol. This guide explains how to get started with it. ,Ben Holmes,"Nov 2, 2021",https://blog.logrocket.com/making-http-requests-rust-reqwest/,6 min read,Making HTTP requests in Rust with Reqwest
Should you use Material Design in your next React project? Find out here to learn how and when to create React apps with a...,Yomi Eluwande,"Nov 1, 2021",https://blog.logrocket.com/definitive-guide-react-material/,10 min read,React Material: The definitive guide
"In this tutorial, we will be learning some concepts of the blockchain, as well as learning how to build our first DApp with Ethers.js",Elijah Asaolu,"Nov 1, 2021",https://blog.logrocket.com/building-dapp-ethers-js/,7 min read,Building a DApp with Ethers.js
"In this tutorial, we'll show you how to safeguard regular expressions against denial-of-service (DoS) attacks.",Godson Obielum,"Nov 1, 2021",https://blog.logrocket.com/protect-against-regex-denial-of-service-redos-attacks/,7 min read,How to protect against regex denial-of-service (ReDoS) attacks
"Build a simple to-do list application with Masonite, a web framework for Python that uses an MVC model. ",Alex Merced,"Nov 1, 2021",https://blog.logrocket.com/masonite-mvc-web-framework-python/,7 min read,Masonite: MVC web framework for Python
"Compare the flexibility and state management capabilities of Formik to the lightweight, performative qualities of Unform and determine which React form building library is...",Diogo Souza,"Nov 1, 2021",https://blog.logrocket.com/comparing-react-form-builders-formik-vs-unform/,6 min read,Comparing React form builders: Formik vs. Unform
"Learn how to build your own components in Svelte with Sveltekit, including how to test and publish them to npm.",Madushika Perera,"Nov 1, 2021",https://blog.logrocket.com/build-your-own-component-library-svelte/,9 min read,Build your own component library with Svelte
"Here, you can learn a trick for storing JavaScript objects as JSON strings in the window.localStorage object.",Nelson Michael,"Nov 1, 2021",https://blog.logrocket.com/storing-retrieving-javascript-objects-localstorage/,4 min read,Storing and retrieving JavaScript objects in localStorage
"Sometimes, tests fail. Learn how to solve a common problem with unit testing Kotlin coroutines in this quick, explanatory walkthrough. ",Lukasz Kalnik,"Oct 29, 2021",https://blog.logrocket.com/better-kotlin-coroutine-unit-testing/,5 min read,Kotlin coroutine unit testing the better way
"JavaScript's Map and Set data structures, play a crucial role in working with the data we collect. Learn all you need to know in...",Glad Chinda,"Oct 29, 2021",https://blog.logrocket.com/javascript-maps-vs-sets-choosing-your-data-structure/,28 min read,JavaScript maps vs. sets: Choosing your data structure
Data persistence at the client app level is crucial. Learn how to access and run database queries in SQLite by using the sqflite Flutter...,Vijit Ail,"Oct 29, 2021",https://blog.logrocket.com/flutter-sqlite-how-to-persist-data/,6 min read,How to persist data in Flutter using SQLite
Need help preparing for bugs and crashes? You'll need the right tool for the job: Crashlytics. Here's a quick guide on how to use...,Neel Bakshi,"Oct 29, 2021",https://blog.logrocket.com/guide-crashlytics-react-native/,6 min read,Firebase Crashlytics: Identify bugs in React Native apps
Learn about what AWS Amplify is and how to integrate it while building a Flutter to-do app.,Himanshu Sharma,"Oct 29, 2021",https://blog.logrocket.com/learning-aws-amplify-flutter/,8 min read,Learning how to use AWS Amplify in Flutter
"In this tutorial, we’ll introduce you to the InterPlanetary File System (IPFS) and demonstrate how to upload and store data through a distributed file...",Ikeh Akinyemi,"Oct 28, 2021",https://blog.logrocket.com/decentralized-data-storage-using-ipfs-and-react-a-tutorial-with-examples/,4 min read,Decentralized data storage using IPFS and React: A tutorial…
Editor’s note: This post was on 28 October 2021. It may still contain information that is out of date. Do you often find yourself...,Austin Malerba,"Oct 28, 2021",https://blog.logrocket.com/automatically-generate-react-components-plop-js/,7 min read,Automatically generate React components with Plop.js
